Payment ID,Loan ID,Pay Date,Amount Paid,Status
PAY43368,LOAN20699,2027-02-13,85075.14,Late
PAY43369,LOAN20699,2027-03-13,85075.14,Late
PAY43370,LOAN20699,2027-04-13,85075.14,Late
PAY43371,LOAN20699,2027-05-13,85075.14,Late
PAY43372,LOAN20699,2027-06-13,85075.14,Late
PAY43373,LOAN20699,2027-07-13,85075.14,Late
PAY43374,LOAN20699,2027-08-13,85075.14,Late
PAY43375,LOAN20699,2027-09-13,85075.14,Late
PAY43376,LOAN20699,2027-10-13,85075.14,Late
PAY43377,LOAN20699,2027-11-13,85075.14,Late
PAY43378,LOAN20699,2027-12-13,85075.14,Late
PAY43379,LOAN20699,2028-01-13,85075.14,Late
PAY43380,LOAN20699,2028-02-13,85075.14,Late
PAY43381,LOAN20699,2028-03-13,85075.14,Late
PAY43382,LOAN20700,2022-03-04,98929.18,Late
PAY43383,LOAN20700,2022-04-04,98929.18,Late
PAY43384,LOAN20700,2022-05-04,98929.18,Late
PAY43385,LOAN20700,2022-06-04,98929.18,Late
PAY43386,LOAN20701,2023-05-11,150657.38,OnTime
PAY43387,LOAN20701,2023-06-11,226623.59,OnTime
PAY43388,LOAN20701,2023-07-11,167995.52,OnTime
PAY43389,LOAN20701,2023-08-11,209579.61,OnTime
PAY43390,LOAN20701,2023-09-11,164254.07,OnTime
PAY43391,LOAN20701,2023-10-11,230163.92,OnTime
PAY43392,LOAN20701,2023-11-11,142618.23,OnTime
PAY43393,LOAN20701,2023-12-11,148446.86,OnTime
PAY43394,LOAN20701,2024-01-11,183779.75,OnTime
PAY43395,LOAN20701,2024-02-11,137596.66,OnTime
PAY43396,LOAN20701,2024-03-11,150408.4,OnTime
PAY43397,LOAN20702,2024-08-19,172444.74,Late
PAY43398,LOAN20702,2024-09-19,172444.74,Late
PAY43399,LOAN20702,2024-10-19,172444.74,Late
PAY43400,LOAN20702,2024-11-19,172444.74,Late
PAY43401,LOAN20702,2024-12-19,172444.74,Late
PAY43402,LOAN20702,2025-01-19,172444.74,Late
PAY43403,LOAN20702,2025-02-19,172444.74,Late
PAY43404,LOAN20703,2021-07-20,268733.62,OnTime
PAY43405,LOAN20703,2021-08-20,268733.62,OnTime
PAY43406,LOAN20703,2021-09-20,268733.62,OnTime
PAY43407,LOAN20703,2021-10-20,268733.62,OnTime
PAY43408,LOAN20703,2021-11-20,268733.62,OnTime
PAY43409,LOAN20703,2021-12-20,268733.62,OnTime
PAY43410,LOAN20703,2022-01-20,268733.62,OnTime
PAY43411,LOAN20703,2022-02-20,268733.62,OnTime
PAY43412,LOAN20703,2022-03-20,268733.62,OnTime
PAY43413,LOAN20703,2022-04-20,268733.62,OnTime
PAY43414,LOAN20703,2022-05-20,268733.62,OnTime
PAY43415,LOAN20704,2022-06-19,11903.86,Late
PAY43416,LOAN20704,2022-07-19,11903.86,Late
PAY43417,LOAN20704,2022-08-19,11903.86,Late
PAY43418,LOAN20704,2022-09-19,11903.86,Late
PAY43419,LOAN20704,2022-10-19,11903.86,Late
PAY43420,LOAN20704,2022-11-19,11903.86,Late
PAY43421,LOAN20704,2022-12-19,11903.86,Late
PAY43422,LOAN20704,2023-01-19,11903.86,Late
PAY43423,LOAN20704,2023-02-19,11903.86,Late
PAY43424,LOAN20704,2023-03-19,11903.86,Late
PAY43425,LOAN20704,2023-04-19,11903.86,Late
PAY43426,LOAN20704,2023-05-19,11903.86,Late
PAY43427,LOAN20704,2023-06-19,11903.86,Late
PAY43428,LOAN20704,2023-07-19,11903.86,Late
PAY43429,LOAN20704,2023-08-19,11903.86,Late
PAY43430,LOAN20704,2023-09-19,11903.86,Late
PAY43431,LOAN20704,2023-10-19,11903.86,Late
PAY43432,LOAN20704,2023-11-19,11903.86,Late
PAY43433,LOAN20704,2023-12-19,11903.86,Late
PAY43434,LOAN20704,2024-01-19,11903.86,Late
PAY43435,LOAN20704,2024-02-19,11903.86,Late
PAY43436,LOAN20704,2024-03-19,11903.86,Late
PAY43437,LOAN20704,2024-04-19,11903.86,Late
PAY43438,LOAN20704,2024-05-19,11903.86,Late
PAY43439,LOAN20704,2024-06-19,11903.86,Late
PAY43440,LOAN20704,2024-07-19,11903.86,Late
PAY43441,LOAN20704,2024-08-19,11903.86,Late
PAY43442,LOAN20704,2024-09-19,11903.86,Late
PAY43443,LOAN20704,2024-10-19,11903.86,Late
PAY43444,LOAN20704,2024-11-19,11903.86,Late
PAY43445,LOAN20704,2024-12-19,11903.86,Late
PAY43446,LOAN20704,2025-01-19,11903.86,Late
PAY43447,LOAN20704,2025-02-19,11903.86,Late
PAY43448,LOAN20704,2025-03-19,11903.86,Late
PAY43449,LOAN20705,2024-05-10,77238.3,OnTime
PAY43450,LOAN20705,2024-06-10,77238.3,OnTime
PAY43451,LOAN20705,2024-07-10,77238.3,OnTime
PAY43452,LOAN20705,2024-08-10,77238.3,OnTime
PAY43453,LOAN20705,2024-09-10,77238.3,OnTime
PAY43454,LOAN20705,2024-10-10,77238.3,OnTime
PAY43455,LOAN20705,2024-11-10,77238.3,OnTime
PAY43456,LOAN20706,2024-04-05,0.0,OnTime
PAY43457,LOAN20706,2024-05-05,0.0,OnTime
PAY43458,LOAN20706,2024-06-05,0.0,OnTime
PAY43459,LOAN20706,2024-07-05,0.0,OnTime
PAY43460,LOAN20706,2024-08-05,0.0,OnTime
PAY43461,LOAN20706,2024-09-05,0.0,OnTime
PAY43462,LOAN20707,2023-12-24,206464.91,Late
PAY43463,LOAN20707,2024-01-24,206464.91,Late
PAY43464,LOAN20707,2024-02-24,206464.91,Late
PAY43465,LOAN20707,2024-03-24,206464.91,Late
PAY43466,LOAN20707,2024-04-24,206464.91,Late
PAY43467,LOAN20707,2024-05-24,206464.91,Late
PAY43468,LOAN20707,2024-06-24,206464.91,Late
PAY43469,LOAN20707,2024-07-24,206464.91,Late
PAY43470,LOAN20707,2024-08-24,206464.91,Late
PAY43471,LOAN20707,2024-09-24,206464.91,Late
PAY43472,LOAN20707,2024-10-24,206464.91,Late
PAY43473,LOAN20707,2024-11-24,206464.91,Late
PAY43474,LOAN20707,2024-12-24,206464.91,Late
PAY43475,LOAN20708,2024-04-30,0.0,OnTime
PAY43476,LOAN20708,2024-05-31,0.0,OnTime
PAY43477,LOAN20708,2024-06-30,0.0,OnTime
PAY43478,LOAN20708,2024-07-31,0.0,OnTime
PAY43479,LOAN20708,2024-08-31,0.0,OnTime
PAY43480,LOAN20708,2024-09-30,0.0,OnTime
PAY43481,LOAN20708,2024-10-31,0.0,OnTime
PAY43482,LOAN20708,2024-11-30,0.0,OnTime
PAY43483,LOAN20708,2024-12-31,0.0,OnTime
PAY43484,LOAN20709,2024-10-21,123869.07,OnTime
PAY43485,LOAN20709,2024-11-21,123869.07,OnTime
PAY43486,LOAN20709,2024-12-21,123869.07,OnTime
PAY43487,LOAN20709,2025-01-21,123869.07,OnTime
PAY43488,LOAN20709,2025-02-21,123869.07,OnTime
PAY43489,LOAN20709,2025-03-21,123869.07,OnTime
PAY43490,LOAN20709,2025-04-21,123869.07,OnTime
PAY43491,LOAN20709,2025-05-21,123869.07,OnTime
PAY43492,LOAN20709,2025-06-21,123869.07,OnTime
PAY43493,LOAN20709,2025-07-21,123869.07,OnTime
PAY43494,LOAN20709,2025-08-21,123869.07,OnTime
PAY43495,LOAN20709,2025-09-21,123869.07,OnTime
PAY43496,LOAN20709,2025-10-21,123869.07,OnTime
PAY43497,LOAN20709,2025-11-21,123869.07,OnTime
PAY43498,LOAN20709,2025-12-21,123869.07,OnTime
PAY43499,LOAN20709,2026-01-21,123869.07,OnTime
PAY43500,LOAN20709,2026-02-21,123869.07,OnTime
PAY43501,LOAN20710,2025-07-02,118627.77,Late
PAY43502,LOAN20710,2025-08-02,120488.14,Late
PAY43503,LOAN20710,2025-09-02,86364.12,Late
PAY43504,LOAN20711,2022-05-21,12946.39,OnTime
PAY43505,LOAN20711,2022-06-21,10574.96,OnTime
PAY43506,LOAN20711,2022-07-21,8851.31,OnTime
PAY43507,LOAN20711,2022-08-21,11562.32,OnTime
PAY43508,LOAN20711,2022-09-21,11289.77,OnTime
PAY43509,LOAN20711,2022-10-21,13358.94,OnTime
PAY43510,LOAN20711,2022-11-21,8821.89,OnTime
PAY43511,LOAN20711,2022-12-21,11372.21,OnTime
PAY43512,LOAN20711,2023-01-21,7487.09,OnTime
PAY43513,LOAN20711,2023-02-21,7873.21,OnTime
PAY43514,LOAN20711,2023-03-21,7185.66,OnTime
PAY43515,LOAN20711,2023-04-21,13423.7,OnTime
PAY43516,LOAN20711,2023-05-21,12188.13,OnTime
PAY43517,LOAN20711,2023-06-21,12090.69,OnTime
PAY43518,LOAN20711,2023-07-21,10355.04,OnTime
PAY43519,LOAN20711,2023-08-21,9041.32,OnTime
PAY43520,LOAN20711,2023-09-21,8108.93,OnTime
PAY43521,LOAN20711,2023-10-21,8944.87,OnTime
PAY43522,LOAN20711,2023-11-21,9516.93,OnTime
PAY43523,LOAN20711,2023-12-21,11900.12,OnTime
PAY43524,LOAN20711,2024-01-21,10542.61,OnTime
PAY43525,LOAN20711,2024-02-21,7646.62,OnTime
PAY43526,LOAN20711,2024-03-21,7274.08,OnTime
PAY43527,LOAN20711,2024-04-21,7802.32,OnTime
PAY43528,LOAN20711,2024-05-21,9733.28,OnTime
PAY43529,LOAN20711,2024-06-21,13008.47,OnTime
PAY43530,LOAN20711,2024-07-21,11155.05,OnTime
PAY43531,LOAN20711,2024-08-21,12185.32,OnTime
PAY43532,LOAN20711,2024-09-21,10083.4,OnTime
PAY43533,LOAN20712,2023-03-16,67803.73,OnTime
PAY43534,LOAN20712,2023-04-16,56389.91,OnTime
PAY43535,LOAN20712,2023-05-16,90979.99,OnTime
PAY43536,LOAN20712,2023-06-16,86799.03,OnTime
PAY43537,LOAN20712,2023-07-16,59081.19,OnTime
PAY43538,LOAN20712,2023-08-16,74590.51,OnTime
PAY43539,LOAN20712,2023-09-16,73469.0,OnTime
PAY43540,LOAN20712,2023-10-16,79675.42,OnTime
PAY43541,LOAN20712,2023-11-16,94146.09,OnTime
PAY43542,LOAN20712,2023-12-16,77633.0,OnTime
PAY43543,LOAN20712,2024-01-16,75850.43,OnTime
PAY43544,LOAN20712,2024-02-16,53772.56,OnTime
PAY43545,LOAN20712,2024-03-16,54339.7,OnTime
PAY43546,LOAN20712,2024-04-16,59947.76,OnTime
PAY43547,LOAN20712,2024-05-16,52968.02,OnTime
PAY43548,LOAN20713,2023-05-30,58212.11,Late
PAY43549,LOAN20713,2023-06-30,58212.11,Late
PAY43550,LOAN20713,2023-07-30,58212.11,Late
PAY43551,LOAN20713,2023-08-30,58212.11,Late
PAY43552,LOAN20713,2023-09-30,58212.11,Late
PAY43553,LOAN20713,2023-10-30,58212.11,Late
PAY43554,LOAN20713,2023-11-30,58212.11,Late
PAY43555,LOAN20713,2023-12-30,58212.11,Late
PAY43556,LOAN20713,2024-01-30,58212.11,Late
PAY43557,LOAN20713,2024-02-29,58212.11,Late
PAY43558,LOAN20713,2024-03-30,58212.11,Late
PAY43559,LOAN20713,2024-04-30,58212.11,Late
PAY43560,LOAN20713,2024-05-30,58212.11,Late
PAY43561,LOAN20713,2024-06-30,58212.11,Late
PAY43562,LOAN20713,2024-07-30,58212.11,Late
PAY43563,LOAN20713,2024-08-30,58212.11,Late
PAY43564,LOAN20713,2024-09-30,58212.11,Late
PAY43565,LOAN20713,2024-10-30,58212.11,Late
PAY43566,LOAN20714,2023-07-10,380241.98,OnTime
PAY43567,LOAN20714,2023-08-10,380241.98,OnTime
PAY43568,LOAN20714,2023-09-10,380241.98,OnTime
PAY43569,LOAN20714,2023-10-10,380241.98,OnTime
PAY43570,LOAN20714,2023-11-10,380241.98,OnTime
PAY43571,LOAN20714,2023-12-10,380241.98,OnTime
PAY43572,LOAN20714,2024-01-10,380241.98,OnTime
PAY43573,LOAN20714,2024-02-10,380241.98,OnTime
PAY43574,LOAN20714,2024-03-10,380241.98,OnTime
PAY43575,LOAN20714,2024-04-10,380241.98,OnTime
PAY43576,LOAN20715,2025-05-25,121359.23,OnTime
PAY43577,LOAN20715,2025-06-25,121359.23,OnTime
PAY43578,LOAN20715,2025-07-25,121359.23,OnTime
PAY43579,LOAN20715,2025-08-25,121359.23,OnTime
PAY43580,LOAN20715,2025-09-25,121359.23,OnTime
PAY43581,LOAN20715,2025-10-25,121359.23,OnTime
PAY43582,LOAN20715,2025-11-25,121359.23,OnTime
PAY43583,LOAN20715,2025-12-25,121359.23,OnTime
PAY43584,LOAN20715,2026-01-25,121359.23,OnTime
PAY43585,LOAN20715,2026-02-25,121359.23,OnTime
PAY43586,LOAN20715,2026-03-25,121359.23,OnTime
PAY43587,LOAN20715,2026-04-25,121359.23,OnTime
PAY43588,LOAN20715,2026-05-25,121359.23,OnTime
PAY43589,LOAN20715,2026-06-25,121359.23,OnTime
PAY43590,LOAN20715,2026-07-25,121359.23,OnTime
PAY43591,LOAN20715,2026-08-25,121359.23,OnTime
PAY43592,LOAN20715,2026-09-25,121359.23,OnTime
PAY43593,LOAN20715,2026-10-25,121359.23,OnTime
PAY43594,LOAN20715,2026-11-25,121359.23,OnTime
PAY43595,LOAN20715,2026-12-25,121359.23,OnTime
PAY43596,LOAN20715,2027-01-25,121359.23,OnTime
PAY43597,LOAN20715,2027-02-25,121359.23,OnTime
PAY43598,LOAN20715,2027-03-25,121359.23,OnTime
PAY43599,LOAN20715,2027-04-25,121359.23,OnTime
PAY43600,LOAN20715,2027-05-25,121359.23,OnTime
PAY43601,LOAN20715,2027-06-25,121359.23,OnTime
PAY43602,LOAN20716,2024-12-04,0.0,Late
PAY43603,LOAN20716,2025-01-04,0.0,Late
PAY43604,LOAN20716,2025-02-04,0.0,Late
PAY43605,LOAN20716,2025-03-04,0.0,Late
PAY43606,LOAN20717,2024-11-01,0.0,Late
PAY43607,LOAN20717,2024-12-01,0.0,Late
PAY43608,LOAN20717,2025-01-01,0.0,Late
PAY43609,LOAN20717,2025-02-01,0.0,Late
PAY43610,LOAN20717,2025-03-01,0.0,Late
PAY43611,LOAN20717,2025-04-01,0.0,Late
PAY43612,LOAN20717,2025-05-01,0.0,Late
PAY43613,LOAN20717,2025-06-01,0.0,Late
PAY43614,LOAN20717,2025-07-01,0.0,Late
PAY43615,LOAN20717,2025-08-01,0.0,Late
PAY43616,LOAN20717,2025-09-01,0.0,Late
PAY43617,LOAN20717,2025-10-01,0.0,Late
PAY43618,LOAN20717,2025-11-01,0.0,Late
PAY43619,LOAN20717,2025-12-01,0.0,Late
PAY43620,LOAN20717,2026-01-01,0.0,Late
PAY43621,LOAN20717,2026-02-01,0.0,Late
PAY43622,LOAN20717,2026-03-01,0.0,Late
PAY43623,LOAN20718,2024-09-18,0.0,Late
PAY43624,LOAN20718,2024-10-18,0.0,Late
PAY43625,LOAN20718,2024-11-18,0.0,Late
PAY43626,LOAN20718,2024-12-18,0.0,Late
PAY43627,LOAN20718,2025-01-18,0.0,Late
PAY43628,LOAN20718,2025-02-18,0.0,Late
PAY43629,LOAN20718,2025-03-18,0.0,Late
PAY43630,LOAN20718,2025-04-18,0.0,Late
PAY43631,LOAN20718,2025-05-18,0.0,Late
PAY43632,LOAN20718,2025-06-18,0.0,Late
PAY43633,LOAN20718,2025-07-18,0.0,Late
PAY43634,LOAN20718,2025-08-18,0.0,Late
PAY43635,LOAN20718,2025-09-18,0.0,Late
PAY43636,LOAN20718,2025-10-18,0.0,Late
PAY43637,LOAN20718,2025-11-18,0.0,Late
PAY43638,LOAN20718,2025-12-18,0.0,Late
PAY43639,LOAN20718,2026-01-18,0.0,Late
PAY43640,LOAN20718,2026-02-18,0.0,Late
PAY43641,LOAN20718,2026-03-18,0.0,Late
PAY43642,LOAN20718,2026-04-18,0.0,Late
PAY43643,LOAN20718,2026-05-18,0.0,Late
PAY43644,LOAN20718,2026-06-18,0.0,Late
PAY43645,LOAN20718,2026-07-18,0.0,Late
PAY43646,LOAN20718,2026-08-18,0.0,Late
PAY43647,LOAN20718,2026-09-18,0.0,Late
PAY43648,LOAN20718,2026-10-18,0.0,Late
PAY43649,LOAN20718,2026-11-18,0.0,Late
PAY43650,LOAN20718,2026-12-18,0.0,Late
PAY43651,LOAN20718,2027-01-18,0.0,Late
PAY43652,LOAN20718,2027-02-18,0.0,Late
PAY43653,LOAN20718,2027-03-18,0.0,Late
PAY43654,LOAN20718,2027-04-18,0.0,Late
PAY43655,LOAN20718,2027-05-18,0.0,Late
PAY43656,LOAN20718,2027-06-18,0.0,Late
PAY43657,LOAN20719,2024-06-30,216377.4,Late
PAY43658,LOAN20719,2024-07-30,216377.4,Late
PAY43659,LOAN20719,2024-08-30,216377.4,Late
PAY43660,LOAN20719,2024-09-30,216377.4,Late
PAY43661,LOAN20719,2024-10-30,216377.4,Late
PAY43662,LOAN20719,2024-11-30,216377.4,Late
PAY43663,LOAN20719,2024-12-30,216377.4,Late
PAY43664,LOAN20719,2025-01-30,216377.4,Late
PAY43665,LOAN20720,2021-08-04,2681.36,OnTime
PAY43666,LOAN20720,2021-09-04,2652.9,OnTime
PAY43667,LOAN20720,2021-10-04,1818.05,OnTime
PAY43668,LOAN20720,2021-11-04,2813.18,OnTime
PAY43669,LOAN20721,2022-11-12,0.0,Late
PAY43670,LOAN20721,2022-12-12,0.0,Late
PAY43671,LOAN20721,2023-01-12,0.0,Late
PAY43672,LOAN20721,2023-02-12,0.0,Late
PAY43673,LOAN20721,2023-03-12,0.0,Late
PAY43674,LOAN20721,2023-04-12,0.0,Late
PAY43675,LOAN20722,2024-03-24,60200.5,OnTime
PAY43676,LOAN20722,2024-04-24,60200.5,OnTime
PAY43677,LOAN20722,2024-05-24,60200.5,OnTime
PAY43678,LOAN20722,2024-06-24,60200.5,OnTime
PAY43679,LOAN20723,2022-08-26,229030.6,OnTime
PAY43680,LOAN20723,2022-09-26,229030.6,OnTime
PAY43681,LOAN20723,2022-10-26,229030.6,OnTime
PAY43682,LOAN20723,2022-11-26,229030.6,OnTime
PAY43683,LOAN20724,2023-07-26,99738.58,OnTime
PAY43684,LOAN20724,2023-08-26,110990.28,OnTime
PAY43685,LOAN20724,2023-09-26,106978.22,OnTime
PAY43686,LOAN20724,2023-10-26,116457.54,OnTime
PAY43687,LOAN20724,2023-11-26,107415.32,OnTime
PAY43688,LOAN20724,2023-12-26,125422.94,OnTime
PAY43689,LOAN20724,2024-01-26,119155.43,OnTime
PAY43690,LOAN20724,2024-02-26,163670.56,OnTime
PAY43691,LOAN20724,2024-03-26,92140.09,OnTime
PAY43692,LOAN20724,2024-04-26,98769.77,OnTime
PAY43693,LOAN20724,2024-05-26,91901.79,OnTime
PAY43694,LOAN20724,2024-06-26,135944.51,OnTime
PAY43695,LOAN20724,2024-07-26,92031.18,OnTime
PAY43696,LOAN20725,2025-01-14,111433.04,OnTime
PAY43697,LOAN20725,2025-02-14,93163.85,OnTime
PAY43698,LOAN20725,2025-03-14,94012.23,OnTime
PAY43699,LOAN20725,2025-04-14,95959.45,OnTime
PAY43700,LOAN20725,2025-05-14,73958.76,OnTime
PAY43701,LOAN20725,2025-06-14,75471.89,OnTime
PAY43702,LOAN20725,2025-07-14,82291.26,OnTime
PAY43703,LOAN20725,2025-08-14,97755.5,OnTime
PAY43704,LOAN20725,2025-09-14,76171.55,OnTime
PAY43705,LOAN20725,2025-10-14,70891.46,OnTime
PAY43706,LOAN20725,2025-11-14,118958.97,OnTime
PAY43707,LOAN20725,2025-12-14,65579.62,OnTime
PAY43708,LOAN20725,2026-01-14,109533.37,OnTime
PAY43709,LOAN20725,2026-02-14,108707.9,OnTime
PAY43710,LOAN20725,2026-03-14,81075.01,OnTime
PAY43711,LOAN20725,2026-04-14,71977.75,OnTime
PAY43712,LOAN20725,2026-05-14,72540.86,OnTime
PAY43713,LOAN20725,2026-06-14,103606.98,OnTime
PAY43714,LOAN20726,2023-09-03,0.0,Late
PAY43715,LOAN20726,2023-10-03,0.0,Late
PAY43716,LOAN20726,2023-11-03,0.0,Late
PAY43717,LOAN20726,2023-12-03,0.0,Late
PAY43718,LOAN20726,2024-01-03,0.0,Late
PAY43719,LOAN20726,2024-02-03,0.0,Late
PAY43720,LOAN20726,2024-03-03,0.0,Late
PAY43721,LOAN20726,2024-04-03,0.0,Late
PAY43722,LOAN20726,2024-05-03,0.0,Late
PAY43723,LOAN20726,2024-06-03,0.0,Late
PAY43724,LOAN20726,2024-07-03,0.0,Late
PAY43725,LOAN20726,2024-08-03,0.0,Late
PAY43726,LOAN20726,2024-09-03,0.0,Late
PAY43727,LOAN20726,2024-10-03,0.0,Late
PAY43728,LOAN20726,2024-11-03,0.0,Late
PAY43729,LOAN20726,2024-12-03,0.0,Late
PAY43730,LOAN20726,2025-01-03,0.0,Late
PAY43731,LOAN20726,2025-02-03,0.0,Late
PAY43732,LOAN20726,2025-03-03,0.0,Late
PAY43733,LOAN20726,2025-04-03,0.0,Late
PAY43734,LOAN20726,2025-05-03,0.0,Late
PAY43735,LOAN20726,2025-06-03,0.0,Late
PAY43736,LOAN20726,2025-07-03,0.0,Late
PAY43737,LOAN20726,2025-08-03,0.0,Late
PAY43738,LOAN20726,2025-09-03,0.0,Late
PAY43739,LOAN20726,2025-10-03,0.0,Late
PAY43740,LOAN20726,2025-11-03,0.0,Late
PAY43741,LOAN20726,2025-12-03,0.0,Late
PAY43742,LOAN20726,2026-01-03,0.0,Late
PAY43743,LOAN20726,2026-02-03,0.0,Late
PAY43744,LOAN20726,2026-03-03,0.0,Late
PAY43745,LOAN20726,2026-04-03,0.0,Late
PAY43746,LOAN20726,2026-05-03,0.0,Late
PAY43747,LOAN20726,2026-06-03,0.0,Late
PAY43748,LOAN20726,2026-07-03,0.0,Late
PAY43749,LOAN20727,2025-07-02,138275.02,Late
PAY43750,LOAN20727,2025-08-02,138275.02,Late
PAY43751,LOAN20727,2025-09-02,138275.02,Late
PAY43752,LOAN20727,2025-10-02,138275.02,Late
PAY43753,LOAN20727,2025-11-02,138275.02,Late
PAY43754,LOAN20727,2025-12-02,138275.02,Late
PAY43755,LOAN20727,2026-01-02,138275.02,Late
PAY43756,LOAN20727,2026-02-02,138275.02,Late
PAY43757,LOAN20727,2026-03-02,138275.02,Late
PAY43758,LOAN20727,2026-04-02,138275.02,Late
PAY43759,LOAN20727,2026-05-02,138275.02,Late
PAY43760,LOAN20727,2026-06-02,138275.02,Late
PAY43761,LOAN20727,2026-07-02,138275.02,Late
PAY43762,LOAN20727,2026-08-02,138275.02,Late
PAY43763,LOAN20727,2026-09-02,138275.02,Late
PAY43764,LOAN20727,2026-10-02,138275.02,Late
PAY43765,LOAN20727,2026-11-02,138275.02,Late
PAY43766,LOAN20727,2026-12-02,138275.02,Late
PAY43767,LOAN20727,2027-01-02,138275.02,Late
PAY43768,LOAN20727,2027-02-02,138275.02,Late
PAY43769,LOAN20727,2027-03-02,138275.02,Late
PAY43770,LOAN20727,2027-04-02,138275.02,Late
PAY43771,LOAN20727,2027-05-02,138275.02,Late
PAY43772,LOAN20728,2025-02-04,7300.73,OnTime
PAY43773,LOAN20728,2025-03-04,7872.88,OnTime
PAY43774,LOAN20728,2025-04-04,8505.52,OnTime
PAY43775,LOAN20728,2025-05-04,7501.56,OnTime
PAY43776,LOAN20728,2025-06-04,5309.8,OnTime
PAY43777,LOAN20728,2025-07-04,5667.92,OnTime
PAY43778,LOAN20728,2025-08-04,8115.93,OnTime
PAY43779,LOAN20728,2025-09-04,5528.35,OnTime
PAY43780,LOAN20728,2025-10-04,4969.11,OnTime
PAY43781,LOAN20728,2025-11-04,7547.98,OnTime
PAY43782,LOAN20728,2025-12-04,6318.34,OnTime
PAY43783,LOAN20728,2026-01-04,8434.21,OnTime
PAY43784,LOAN20728,2026-02-04,7331.18,OnTime
PAY43785,LOAN20728,2026-03-04,5042.28,OnTime
PAY43786,LOAN20728,2026-04-04,8547.94,OnTime
PAY43787,LOAN20728,2026-05-04,5729.72,OnTime
PAY43788,LOAN20728,2026-06-04,6051.3,OnTime
PAY43789,LOAN20728,2026-07-04,6317.25,OnTime
PAY43790,LOAN20729,2022-03-14,10441.98,OnTime
PAY43791,LOAN20729,2022-04-14,10441.98,OnTime
PAY43792,LOAN20729,2022-05-14,10441.98,OnTime
PAY43793,LOAN20729,2022-06-14,10441.98,OnTime
PAY43794,LOAN20729,2022-07-14,10441.98,OnTime
PAY43795,LOAN20729,2022-08-14,10441.98,OnTime
PAY43796,LOAN20729,2022-09-14,10441.98,OnTime
PAY43797,LOAN20729,2022-10-14,10441.98,OnTime
PAY43798,LOAN20729,2022-11-14,10441.98,OnTime
PAY43799,LOAN20729,2022-12-14,10441.98,OnTime
PAY43800,LOAN20729,2023-01-14,10441.98,OnTime
PAY43801,LOAN20729,2023-02-14,10441.98,OnTime
PAY43802,LOAN20729,2023-03-14,10441.98,OnTime
PAY43803,LOAN20729,2023-04-14,10441.98,OnTime
PAY43804,LOAN20729,2023-05-14,10441.98,OnTime
PAY43805,LOAN20729,2023-06-14,10441.98,OnTime
PAY43806,LOAN20729,2023-07-14,10441.98,OnTime
PAY43807,LOAN20729,2023-08-14,10441.98,OnTime
PAY43808,LOAN20729,2023-09-14,10441.98,OnTime
PAY43809,LOAN20729,2023-10-14,10441.98,OnTime
PAY43810,LOAN20729,2023-11-14,10441.98,OnTime
PAY43811,LOAN20729,2023-12-14,10441.98,OnTime
PAY43812,LOAN20729,2024-01-14,10441.98,OnTime
PAY43813,LOAN20729,2024-02-14,10441.98,OnTime
PAY43814,LOAN20729,2024-03-14,10441.98,OnTime
PAY43815,LOAN20729,2024-04-14,10441.98,OnTime
PAY43816,LOAN20729,2024-05-14,10441.98,OnTime
PAY43817,LOAN20729,2024-06-14,10441.98,OnTime
PAY43818,LOAN20729,2024-07-14,10441.98,OnTime
PAY43819,LOAN20729,2024-08-14,10441.98,OnTime
PAY43820,LOAN20729,2024-09-14,10441.98,OnTime
PAY43821,LOAN20729,2024-10-14,10441.98,OnTime
PAY43822,LOAN20729,2024-11-14,10441.98,OnTime
PAY43823,LOAN20729,2024-12-14,10441.98,OnTime
PAY43824,LOAN20729,2025-01-14,10441.98,OnTime
PAY43825,LOAN20729,2025-02-14,10441.98,OnTime
PAY43826,LOAN20729,2025-03-14,10441.98,OnTime
PAY43827,LOAN20729,2025-04-14,10441.98,OnTime
PAY43828,LOAN20729,2025-05-14,10441.98,OnTime
PAY43829,LOAN20729,2025-06-14,10441.98,OnTime
PAY43830,LOAN20729,2025-07-14,10441.98,OnTime
PAY43831,LOAN20729,2025-08-14,10441.98,OnTime
PAY43832,LOAN20729,2025-09-14,10441.98,OnTime
PAY43833,LOAN20729,2025-10-14,10441.98,OnTime
PAY43834,LOAN20729,2025-11-14,10441.98,OnTime
PAY43835,LOAN20729,2025-12-14,10441.98,OnTime
PAY43836,LOAN20729,2026-01-14,10441.98,OnTime
PAY43837,LOAN20729,2026-02-14,10441.98,OnTime
PAY43838,LOAN20729,2026-03-14,10441.98,OnTime
PAY43839,LOAN20729,2026-04-14,10441.98,OnTime
PAY43840,LOAN20729,2026-05-14,10441.98,OnTime
PAY43841,LOAN20729,2026-06-14,10441.98,OnTime
PAY43842,LOAN20729,2026-07-14,10441.98,OnTime
PAY43843,LOAN20730,2022-04-09,299450.7,Late
PAY43844,LOAN20730,2022-05-09,299450.7,Late
PAY43845,LOAN20730,2022-06-09,299450.7,Late
PAY43846,LOAN20730,2022-07-09,299450.7,Late
PAY43847,LOAN20730,2022-08-09,299450.7,Late
PAY43848,LOAN20730,2022-09-09,299450.7,Late
PAY43849,LOAN20731,2025-04-19,139450.71,OnTime
PAY43850,LOAN20731,2025-05-19,139450.71,OnTime
PAY43851,LOAN20731,2025-06-19,139450.71,OnTime
