Loan ID,Customer ID,Loan Amount,Loan Type,Rate of Interest,Term (Months),Loan Status,Issue Date,EMI
LOAN20614,CUST10671,1877105.0,Education,9.22,24,Closed,2022-04-30,85944.66
LOAN20615,CUST10374,3328652.0,Education,10.39,36,Closed,2024-05-14,108016.75
LOAN20616,CUST10957,1047263.0,Personal,8.15,60,Ongoing,2024-10-10,21309.98
LOAN20617,CUST10540,2995617.0,Personal,9.77,48,Ongoing,2021-08-29,75646.13
LOAN20618,CUST10755,2694056.0,Asset,15.0,60,Ongoing,2022-02-02,64091.4
LOAN20619,CUST10386,647912.0,Asset,11.31,60,Closed,2025-01-20,14187.55
LOAN20620,CUST10123,4672757.0,Personal,13.29,60,Closed,2024-05-14,107014.56
LOAN20621,CUST10887,3459892.0,Education,10.3,48,Ongoing,2023-07-13,88251.12
LOAN20622,CUST10613,4002117.0,Asset,14.58,24,Ongoing,2024-10-11,193251.58
LOAN20623,CUST10268,3406135.0,Asset,13.48,60,Ongoing,2021-08-07,78339.55
LOAN20624,CUST10282,3594125.0,Auto,10.52,36,Closed,2021-06-11,116851.74
LOAN20625,CUST10726,2045468.0,Personal,12.65,48,Closed,2023-10-13,54520.13
LOAN20626,CUST10137,1874032.0,Asset,12.65,24,Ongoing,2025-04-30,88787.12
LOAN20627,CUST10209,946271.0,Education,10.24,60,Ongoing,2024-04-13,20217.39
LOAN20628,CUST10313,2902558.0,Auto,8.16,60,Ongoing,2021-12-09,59075.92
LOAN20629,CUST10969,1365302.0,Auto,7.16,36,Closed,2022-09-24,42256.51
LOAN20630,CUST10557,4061468.0,Education,14.88,60,Closed,2022-05-20,96366.4
LOAN20631,CUST10991,1311183.0,Home,9.13,48,Closed,2025-05-01,32709.84
LOAN20632,CUST10615,4922410.0,Education,7.2,12,Closed,2023-11-01,426374.1
LOAN20633,CUST10083,3822042.0,Asset,10.56,24,Ongoing,2023-06-30,177357.35
LOAN20634,CUST10755,763554.0,Personal,13.65,36,Closed,2022-05-08,25966.86
LOAN20635,CUST10763,378326.0,Personal,14.33,12,Closed,2024-01-25,34027.57
LOAN20636,CUST10606,2831646.0,Personal,11.0,12,Closed,2024-09-05,250265.57
LOAN20637,CUST10285,1127162.0,Auto,11.29,48,Ongoing,2021-08-04,29291.09
LOAN20638,CUST10540,2540797.0,Home,8.23,60,Closed,2023-01-28,51798.33
LOAN20639,CUST10049,3067645.0,Education,13.24,24,Ongoing,2023-10-15,146187.49
LOAN20640,CUST10138,193228.0,Auto,9.05,36,Ongoing,2023-02-26,6149.1
LOAN20641,CUST10041,3398212.0,Education,11.41,12,Closed,2023-06-02,300989.89
LOAN20642,CUST10440,261889.0,Education,10.76,24,Closed,2022-10-27,12176.92
LOAN20643,CUST10103,4291414.0,Personal,14.25,24,Closed,2024-01-01,206550.35
LOAN20644,CUST10942,4573233.0,Auto,8.59,60,Ongoing,2023-12-28,94025.37
LOAN20645,CUST10850,3793958.0,Personal,8.87,24,Closed,2023-01-29,173099.79
LOAN20646,CUST10062,4724341.0,Education,10.0,60,Ongoing,2023-03-19,100378.28
LOAN20647,CUST10782,3059743.0,Auto,13.73,12,Ongoing,2022-09-25,274336.95
LOAN20648,CUST10498,4677635.0,Auto,13.9,12,Closed,2022-08-14,419771.3
LOAN20649,CUST10917,494203.0,Personal,10.58,12,Closed,2024-04-03,43581.72
LOAN20650,CUST10591,2281982.0,Education,10.92,48,Closed,2024-04-29,58890.4
LOAN20651,CUST10563,4233168.0,Home,8.95,24,Closed,2023-10-20,193294.09
LOAN20652,CUST10705,1338524.0,Education,11.74,48,Closed,2025-01-10,35077.84
LOAN20653,CUST10950,1189324.0,Asset,13.63,12,Ongoing,2024-05-14,106579.03
LOAN20654,CUST10811,3018271.0,Auto,7.43,36,Closed,2021-07-11,93789.99
LOAN20655,CUST10739,4255382.0,Education,10.11,48,Closed,2022-02-11,108152.42
LOAN20656,CUST10300,3716380.0,Personal,13.83,60,Closed,2021-11-01,86146.47
LOAN20657,CUST10991,361150.0,Home,11.4,60,Closed,2022-10-01,7924.51
LOAN20658,CUST10363,345733.0,Home,13.27,12,Ongoing,2024-12-24,30923.74
LOAN20659,CUST10634,2096862.0,Auto,13.79,24,Closed,2024-08-10,100468.49
LOAN20660,CUST10704,2016031.0,Auto,7.57,36,Closed,2022-02-10,62775.93
LOAN20661,CUST10842,2972057.0,Asset,9.43,12,Closed,2023-11-06,260503.79
LOAN20662,CUST10662,735373.0,Home,7.87,12,Closed,2023-12-28,63924.75
LOAN20663,CUST10898,1229607.0,Education,14.95,60,Ongoing,2021-10-09,29220.0
LOAN20664,CUST10233,4444957.0,Education,14.3,36,Closed,2025-01-21,152566.56
LOAN20665,CUST10609,2296203.0,Home,11.58,60,Closed,2024-06-14,50591.76
LOAN20666,CUST10605,2011175.0,Education,14.88,48,Closed,2022-06-24,55850.24
LOAN20667,CUST10635,4649275.0,Education,10.98,12,Closed,2022-04-26,410867.26
LOAN20668,CUST10043,243351.0,Asset,14.22,12,Ongoing,2021-06-08,21874.98
LOAN20669,CUST10406,942736.0,Home,11.2,12,Ongoing,2024-11-20,83408.54
LOAN20670,CUST10796,616678.0,Education,8.0,24,Ongoing,2021-10-04,27890.68
LOAN20671,CUST10323,599725.0,Auto,9.39,36,Closed,2024-12-03,19180.14
LOAN20672,CUST10529,3183342.0,Asset,8.29,12,Closed,2023-06-09,277340.94
LOAN20673,CUST10043,1163818.0,Education,8.34,36,Closed,2025-02-21,36652.65
LOAN20674,CUST10246,2018671.0,Home,11.35,36,Ongoing,2022-06-02,66423.79
LOAN20675,CUST10388,2053405.0,Education,9.8,36,Closed,2025-03-21,66064.96
LOAN20676,CUST10294,1440845.0,Home,8.45,60,Closed,2024-05-19,29526.43
LOAN20677,CUST10967,860998.0,Auto,13.89,36,Closed,2023-05-03,29380.89
LOAN20678,CUST10318,2308442.0,Auto,11.28,12,Ongoing,2022-02-20,204325.55
LOAN20679,CUST10698,3565024.0,Auto,13.81,24,Closed,2024-10-18,170847.26
LOAN20680,CUST10424,4915333.0,Auto,9.1,36,Closed,2021-10-03,156535.14
LOAN20681,CUST10443,3955280.0,Education,10.68,48,Ongoing,2022-07-11,101612.71
LOAN20682,CUST10503,4479125.0,Home,11.55,36,Ongoing,2023-04-03,147810.19
LOAN20683,CUST10572,3273833.0,Home,13.68,36,Ongoing,2023-11-03,111383.7
LOAN20684,CUST10830,2349894.0,Auto,7.63,48,Closed,2022-07-22,56960.53
LOAN20685,CUST10513,4608299.0,Auto,7.76,24,Ongoing,2024-04-26,207916.82
LOAN20686,CUST10849,1924491.0,Home,14.71,60,Ongoing,2024-12-21,45491.07
LOAN20687,CUST10129,267860.0,Auto,8.49,60,Ongoing,2021-09-25,5494.27
LOAN20688,CUST10353,3004021.0,Education,10.99,36,Closed,2025-03-06,98333.57
LOAN20689,CUST10333,1808258.0,Education,10.22,24,Ongoing,2022-04-12,83625.66
LOAN20690,CUST10180,4035138.0,Home,10.23,12,Closed,2023-05-08,355184.53
LOAN20691,CUST10941,4738336.0,Home,14.41,60,Closed,2022-06-24,111262.55
LOAN20692,CUST10606,280981.0,Education,14.68,12,Ongoing,2023-09-23,25318.46
LOAN20693,CUST10886,606851.0,Auto,12.74,48,Closed,2024-09-18,16202.09
LOAN20694,CUST10638,172109.0,Home,7.28,12,Closed,2025-05-22,14914.26
LOAN20695,CUST10324,394972.0,Auto,10.83,24,Closed,2024-08-19,18377.63
LOAN20696,CUST10462,171325.0,Asset,9.11,24,Ongoing,2021-11-25,7835.59
LOAN20697,CUST10609,3114871.0,Personal,9.34,24,Closed,2024-08-01,142788.49
LOAN20698,CUST10711,3561810.0,Education,8.23,36,Ongoing,2022-10-19,111992.49
LOAN20699,CUST10122,3508403.0,Home,7.65,48,Closed,2024-11-13,85075.14
LOAN20700,CUST10061,4739116.0,Auto,9.24,60,Closed,2022-02-04,98929.18
LOAN20701,CUST10007,3675624.0,Personal,8.73,12,Closed,2023-04-11,320978.72
LOAN20702,CUST10536,1955779.0,Auto,10.55,12,Ongoing,2024-07-19,172444.74
LOAN20703,CUST10215,3007489.0,Personal,13.08,12,Ongoing,2021-06-20,268733.62
LOAN20704,CUST10729,484153.0,Home,8.37,48,Ongoing,2022-05-19,11903.86
LOAN20705,CUST10439,884479.0,Asset,8.73,12,Ongoing,2024-04-10,77238.3
LOAN20706,CUST10381,551331.0,Auto,7.51,12,Closed,2024-03-05,47834.6
LOAN20707,CUST10088,4547605.0,Personal,8.38,24,Closed,2023-11-24,206464.91
LOAN20708,CUST10997,3108788.0,Auto,10.64,36,Closed,2024-03-31,101248.55
LOAN20709,CUST10543,4521304.0,Personal,14.14,48,Ongoing,2024-09-21,123869.07
LOAN20710,CUST10672,3569125.0,Home,8.62,24,Closed,2025-06-02,162432.98
LOAN20711,CUST10261,550973.0,Auto,10.48,36,Closed,2022-04-21,17902.77
LOAN20712,CUST10869,3996878.0,Personal,9.89,36,Ongoing,2023-02-16,128761.69
LOAN20713,CUST10104,1705888.0,Education,13.89,36,Closed,2023-04-30,58212.11
LOAN20714,CUST10905,4306135.0,Auto,10.83,12,Ongoing,2023-06-10,380241.98
LOAN20715,CUST10580,3628726.0,Home,12.48,36,Ongoing,2025-04-25,121359.23
LOAN20716,CUST10757,4166327.0,Personal,7.79,48,Ongoing,2024-11-04,101302.02
LOAN20717,CUST10446,55769.0,Home,13.71,36,Ongoing,2024-10-01,1898.21
LOAN20718,CUST10599,934602.0,Auto,8.38,48,Closed,2024-08-18,22983.44
LOAN20719,CUST10690,4482358.0,Education,14.55,24,Closed,2024-05-30,216377.4
LOAN20720,CUST10100,163745.0,Auto,8.83,48,Ongoing,2021-07-04,4061.6
LOAN20721,CUST10122,4418277.0,Education,12.91,36,Ongoing,2022-10-12,148677.75
LOAN20722,CUST10021,688497.0,Asset,8.97,12,Ongoing,2024-02-24,60200.5
LOAN20723,CUST10792,2542949.0,Asset,14.59,12,Closed,2022-07-26,229030.6
LOAN20724,CUST10213,4530048.0,Education,14.98,24,Ongoing,2023-06-26,219603.8
LOAN20725,CUST10817,4831823.0,Home,12.16,36,Ongoing,2024-12-14,160855.16
LOAN20726,CUST10440,3381522.0,Education,14.61,48,Closed,2023-08-03,93443.14
LOAN20727,CUST10067,4034300.0,Education,14.2,36,Closed,2025-06-02,138275.02
LOAN20728,CUST10657,430159.0,Personal,13.66,48,Closed,2025-01-04,11681.5
LOAN20729,CUST10157,467082.0,Home,12.22,60,Closed,2022-02-14,10441.98
LOAN20730,CUST10210,3368567.0,Home,12.1,12,Ongoing,2022-03-09,299450.7
LOAN20731,CUST10900,1580993.0,Education,10.62,12,Closed,2025-03-19,139450.71
LOAN20732,CUST10590,1574850.0,Asset,10.47,60,Ongoing,2022-12-29,33826.27
LOAN20733,CUST10434,1461478.0,Education,14.26,12,Closed,2025-02-28,131400.75
LOAN20734,CUST10904,2466577.0,Education,14.97,24,Closed,2024-08-21,119560.9
LOAN20735,CUST10468,3790117.0,Asset,10.11,36,Closed,2025-01-15,122492.25
LOAN20736,CUST10199,1251530.0,Auto,11.15,48,Ongoing,2022-01-11,32437.69
LOAN20737,CUST10573,4739799.0,Education,9.28,60,Closed,2024-06-07,99035.79
LOAN20738,CUST10487,1045725.0,Personal,13.8,48,Ongoing,2021-10-24,28471.18
LOAN20739,CUST10352,4357954.0,Education,7.19,12,Ongoing,2022-06-29,377461.4
LOAN20740,CUST10409,3567020.0,Auto,9.87,24,Closed,2022-02-14,164385.93
LOAN20741,CUST10246,2956330.0,Home,10.46,48,Closed,2024-03-24,75634.94
LOAN20742,CUST10541,333837.0,Auto,9.83,24,Closed,2023-05-18,15378.7
LOAN20743,CUST10103,3574986.0,Personal,13.9,48,Closed,2023-03-13,97512.53
LOAN20744,CUST10032,703018.0,Auto,13.62,12,Closed,2021-08-21,62996.33
LOAN20745,CUST10051,1568053.0,Auto,12.96,12,Closed,2023-11-23,140024.8
LOAN20746,CUST10674,469741.0,Auto,7.09,12,Ongoing,2025-02-27,40664.65
LOAN20747,CUST10927,3748242.0,Education,8.22,12,Ongoing,2022-04-26,326435.08
LOAN20748,CUST10898,3745969.0,Personal,10.78,36,Closed,2024-06-20,122248.32
LOAN20749,CUST10157,3429983.0,Personal,13.95,36,Closed,2023-06-17,117145.41
LOAN20750,CUST10496,3831881.0,Home,7.23,48,Closed,2024-08-01,92168.61
LOAN20751,CUST10777,828377.0,Asset,12.77,60,Closed,2023-09-27,18750.73
LOAN20752,CUST10353,1925046.0,Auto,9.66,12,Ongoing,2025-01-13,168937.87
LOAN20753,CUST10901,3189667.0,Personal,11.74,12,Ongoing,2024-10-31,283010.24
LOAN20754,CUST10553,134757.0,Auto,10.92,60,Closed,2021-07-24,2924.57
LOAN20755,CUST10574,4615707.0,Education,8.47,24,Ongoing,2022-12-08,209746.74
LOAN20756,CUST10806,4417005.0,Personal,14.57,12,Ongoing,2024-08-13,397775.74
LOAN20757,CUST10843,4807593.0,Home,7.2,24,Ongoing,2024-02-08,215684.5
LOAN20758,CUST10429,2616669.0,Auto,7.99,48,Ongoing,2023-08-19,63868.26
LOAN20759,CUST10684,3422415.0,Home,9.01,24,Ongoing,2021-09-15,156367.85
LOAN20760,CUST10719,4194964.0,Auto,14.96,36,Closed,2022-12-31,145337.65
LOAN20761,CUST10417,2858680.0,Home,14.37,36,Ongoing,2021-11-27,98217.41
LOAN20762,CUST10866,2811331.0,Asset,9.2,60,Ongoing,2022-07-24,58631.87
LOAN20763,CUST10348,1627775.0,Home,8.85,24,Ongoing,2021-07-01,74252.5
LOAN20764,CUST10423,2241794.0,Asset,12.54,24,Closed,2022-04-05,106095.24
LOAN20765,CUST10836,2145527.0,Asset,10.71,24,Ongoing,2023-02-01,99709.75
LOAN20766,CUST10158,1975706.0,Auto,7.71,12,Ongoing,2025-05-11,171598.76
LOAN20767,CUST10005,3785025.0,Home,12.33,60,Closed,2023-12-02,84828.34
LOAN20768,CUST10980,3475891.0,Asset,9.72,48,Closed,2023-04-01,87690.91
LOAN20769,CUST10241,84957.0,Education,13.37,36,Ongoing,2025-02-07,2877.7
LOAN20770,CUST10102,4884420.0,Education,14.33,12,Ongoing,2025-04-03,439316.76
LOAN20771,CUST10023,935404.0,Personal,14.28,24,Closed,2024-09-12,45035.27
LOAN20772,CUST10296,757915.0,Personal,14.34,24,Ongoing,2022-05-14,36511.54
LOAN20773,CUST10125,3746058.0,Auto,12.45,12,Ongoing,2024-01-01,333621.83
LOAN20774,CUST10522,1020253.0,Auto,10.06,24,Closed,2022-05-11,47107.76
LOAN20775,CUST10856,3140317.0,Personal,8.73,60,Closed,2023-10-14,64777.08
LOAN20776,CUST10679,4868552.0,Auto,8.69,12,Ongoing,2022-11-05,425062.5
LOAN20777,CUST10816,3570641.0,Personal,12.88,60,Ongoing,2022-01-21,81023.88
LOAN20778,CUST10509,1193372.0,Education,11.04,60,Closed,2022-10-28,25970.61
LOAN20779,CUST10733,1872745.0,Auto,12.83,48,Ongoing,2024-01-21,50083.19
LOAN20780,CUST10109,648358.0,Education,14.82,48,Closed,2023-02-24,17985.19
LOAN20781,CUST10589,4582752.0,Education,9.32,12,Ongoing,2024-03-04,401448.8
LOAN20782,CUST10673,1943469.0,Education,7.48,60,Closed,2024-01-19,38924.66
LOAN20783,CUST10751,3596702.0,Personal,12.36,36,Ongoing,2023-09-16,120081.35
LOAN20784,CUST10486,2184619.0,Asset,9.66,12,Closed,2024-04-19,191717.43
LOAN20785,CUST10237,99255.0,Education,7.91,60,Closed,2023-03-05,2008.26
LOAN20786,CUST10914,3748871.0,Home,14.29,12,Closed,2023-10-22,337112.07
LOAN20787,CUST10566,4653060.0,Auto,12.76,24,Closed,2022-07-29,220690.78
LOAN20788,CUST10784,1070642.0,Education,14.87,24,Closed,2023-02-01,51845.74
LOAN20789,CUST10670,1091687.0,Personal,12.06,36,Ongoing,2022-02-13,36290.92
LOAN20790,CUST10233,3491402.0,Personal,7.21,12,Closed,2021-09-10,302437.76
LOAN20791,CUST10843,4448513.0,Home,7.29,48,Closed,2022-09-17,107124.73
LOAN20792,CUST10249,4115566.0,Asset,10.64,36,Closed,2021-11-15,134037.8
LOAN20793,CUST10466,747210.0,Education,9.92,36,Ongoing,2024-06-24,24082.31
LOAN20794,CUST10785,461615.0,Personal,7.53,12,Closed,2023-07-08,40054.92
LOAN20795,CUST10371,2795936.0,Personal,11.75,24,Ongoing,2021-08-29,131288.23
LOAN20796,CUST10292,1794970.0,Auto,10.84,24,Ongoing,2023-08-29,83526.4
LOAN20797,CUST10547,4505672.0,Personal,7.91,36,Closed,2022-11-03,141004.39
LOAN20798,CUST10351,934766.0,Asset,7.97,60,Ongoing,2023-12-28,18940.27
LOAN20799,CUST10343,1322697.0,Asset,12.77,12,Ongoing,2023-03-23,117997.01
LOAN20800,CUST10598,1736228.0,Asset,12.72,36,Closed,2024-05-23,58266.5
LOAN20801,CUST10931,393867.0,Personal,12.98,36,Closed,2022-11-24,13267.14
LOAN20802,CUST10682,1812798.0,Personal,11.91,48,Closed,2023-11-06,47657.86
LOAN20803,CUST10376,3315170.0,Auto,14.72,60,Closed,2022-06-02,78381.25
LOAN20804,CUST10469,624070.0,Education,11.61,48,Ongoing,2023-05-24,16314.91
LOAN20805,CUST10629,3982562.0,Auto,14.09,60,Closed,2024-11-17,92853.18
LOAN20806,CUST10733,2786829.0,Auto,12.34,60,Closed,2024-05-22,62471.35
LOAN20807,CUST10414,2032213.0,Auto,12.2,12,Closed,2023-09-26,180749.86
LOAN20808,CUST10360,3550712.0,Auto,11.47,12,Closed,2023-10-16,314596.78
LOAN20809,CUST10370,4061090.0,Auto,10.26,36,Ongoing,2022-09-29,131536.24
LOAN20810,CUST10176,1628876.0,Home,11.63,24,Ongoing,2024-07-15,76395.7
LOAN20811,CUST10377,4186435.0,Education,12.36,24,Ongoing,2024-08-27,197774.58
LOAN20812,CUST10642,4245782.0,Home,14.35,24,Closed,2023-05-15,204554.96
LOAN20813,CUST10076,4712518.0,Auto,8.45,12,Ongoing,2021-10-21,410915.7
LOAN20814,CUST10441,56566.0,Home,12.05,48,Ongoing,2023-07-06,1490.99
LOAN20815,CUST10729,1236315.0,Personal,10.03,12,Closed,2022-11-23,108708.98
LOAN20816,CUST10283,4438482.0,Education,8.76,24,Ongoing,2024-06-29,202282.51
LOAN20817,CUST10630,3226539.0,Personal,12.87,24,Ongoing,2024-08-24,153198.6
LOAN20818,CUST10625,2312431.0,Auto,8.62,12,Closed,2023-04-16,201818.24
LOAN20819,CUST10683,1354287.0,Personal,13.84,60,Closed,2023-07-07,31399.66
LOAN20820,CUST10156,4956589.0,Education,14.16,24,Closed,2024-10-27,238354.95
LOAN20821,CUST10060,3673929.0,Asset,7.64,24,Closed,2022-01-01,165559.29
LOAN20822,CUST10248,691055.0,Home,12.69,24,Ongoing,2024-03-12,32753.48
LOAN20823,CUST10260,3895754.0,Auto,9.28,12,Ongoing,2021-09-15,341195.49
LOAN20824,CUST10061,1213282.0,Home,11.67,48,Ongoing,2025-05-24,31754.14
LOAN20825,CUST10990,3878689.0,Home,10.55,48,Ongoing,2023-10-30,99401.23
LOAN20826,CUST10818,1472910.0,Auto,11.85,60,Closed,2025-04-05,32652.53
LOAN20827,CUST10427,4043969.0,Education,11.86,24,Closed,2023-07-22,190099.38
LOAN20828,CUST10350,927506.0,Asset,10.94,36,Ongoing,2022-08-14,30339.01
LOAN20829,CUST10326,258597.0,Auto,12.48,36,Ongoing,2023-06-26,8648.53
LOAN20830,CUST10610,4394462.0,Home,9.89,36,Closed,2022-11-23,141570.09
LOAN20831,CUST10267,337737.0,Auto,10.93,24,Closed,2023-06-05,15730.22
LOAN20832,CUST10609,1519907.0,Asset,14.3,12,Ongoing,2024-04-05,136682.7
LOAN20833,CUST10893,263726.0,Personal,7.5,60,Ongoing,2021-12-12,5284.53
LOAN20834,CUST10800,2767231.0,Education,10.06,48,Ongoing,2024-08-08,70263.89
LOAN20835,CUST10958,1682295.0,Personal,8.14,48,Closed,2024-03-20,41180.38
LOAN20836,CUST10746,3705201.0,Auto,12.43,12,Closed,2022-02-27,329948.42
LOAN20837,CUST10724,2129763.0,Home,14.89,48,Ongoing,2024-02-13,59154.21
LOAN20838,CUST10789,4475140.0,Education,11.98,48,Ongoing,2022-12-10,117803.66
LOAN20839,CUST10488,475283.0,Education,12.41,36,Ongoing,2025-05-12,15879.43
LOAN20840,CUST10716,1153608.0,Home,7.11,60,Ongoing,2023-09-05,22902.74
LOAN20841,CUST10945,4249305.0,Auto,8.85,60,Closed,2022-07-10,87899.56
LOAN20842,CUST10502,1904320.0,Home,11.99,36,Ongoing,2022-06-10,63241.58
LOAN20843,CUST10196,2449119.0,Auto,8.11,60,Closed,2024-05-18,49788.33
LOAN20844,CUST10101,1419620.0,Personal,9.94,36,Ongoing,2023-03-01,45767.16
LOAN20845,CUST10067,317288.0,Asset,14.14,36,Ongoing,2024-08-21,10865.74
LOAN20846,CUST10216,852827.0,Asset,10.64,12,Closed,2021-09-04,75231.13
LOAN20847,CUST10118,115939.0,Education,7.07,12,Ongoing,2022-07-10,10035.57
LOAN20848,CUST10612,1452783.0,Education,13.95,12,Closed,2023-08-25,130407.02
LOAN20849,CUST10181,3928432.0,Education,8.37,24,Closed,2022-07-26,178336.0
LOAN20850,CUST10064,3641463.0,Asset,7.46,36,Closed,2024-08-27,113205.26
LOAN20851,CUST10185,4588234.0,Personal,10.58,24,Closed,2024-06-09,212954.09
LOAN20852,CUST10777,2040455.0,Personal,10.21,36,Ongoing,2021-07-14,66041.1
LOAN20853,CUST10918,4925751.0,Personal,12.3,48,Ongoing,2021-08-22,130440.65
LOAN20854,CUST10899,4528925.0,Auto,13.03,60,Ongoing,2024-06-25,103116.53
LOAN20855,CUST10455,1122381.0,Personal,14.96,12,Ongoing,2024-09-05,101283.03
LOAN20856,CUST10716,1918878.0,Home,14.76,48,Closed,2025-02-13,53170.66
LOAN20857,CUST10641,406926.0,Home,12.27,36,Ongoing,2024-02-21,13568.3
LOAN20858,CUST10539,1500876.0,Education,11.92,48,Closed,2021-12-16,39464.89
LOAN20859,CUST10941,1408373.0,Education,11.36,36,Closed,2021-06-26,46348.8
LOAN20860,CUST10217,3407855.0,Home,7.87,48,Closed,2023-09-16,82987.9
LOAN20861,CUST10797,3854206.0,Personal,13.55,60,Closed,2023-01-10,88784.0
LOAN20862,CUST10565,2337543.0,Education,10.58,36,Closed,2025-02-01,76064.07
LOAN20863,CUST10880,2559300.0,Education,7.07,12,Closed,2022-04-26,221530.5
LOAN20864,CUST10753,729570.0,Asset,8.03,60,Closed,2025-03-26,14803.53
LOAN20865,CUST10420,4084791.0,Personal,9.5,60,Closed,2025-03-08,85788.21
LOAN20866,CUST10064,4536010.0,Home,12.63,60,Closed,2022-11-26,102351.05
LOAN20867,CUST10921,3303669.0,Asset,14.89,24,Closed,2025-03-20,160011.23
LOAN20868,CUST10615,1172984.0,Home,13.7,12,Ongoing,2024-05-08,105153.35
LOAN20869,CUST10580,1638202.0,Asset,10.2,24,Ongoing,2022-02-05,75746.02
LOAN20870,CUST10874,300355.0,Home,7.18,12,Closed,2022-02-23,26013.67
LOAN20871,CUST10596,3261778.0,Education,12.39,24,Ongoing,2022-10-25,154137.95
LOAN20872,CUST10981,2511187.0,Auto,14.57,36,Ongoing,2022-11-20,86523.27
LOAN20873,CUST10011,4109273.0,Home,8.56,60,Closed,2022-06-16,84426.91
LOAN20874,CUST10278,680680.0,Personal,10.3,48,Closed,2021-07-05,17362.04
LOAN20875,CUST10259,2274461.0,Education,14.35,60,Closed,2025-01-17,53336.34
LOAN20876,CUST10237,3721610.0,Auto,8.77,24,Closed,2022-04-28,169628.33
LOAN20877,CUST10047,2061612.0,Asset,9.76,48,Closed,2023-12-24,52050.51
LOAN20878,CUST10366,3933304.0,Education,10.23,48,Closed,2024-04-12,100193.77
LOAN20879,CUST10341,1450898.0,Auto,11.37,24,Ongoing,2023-02-07,67872.73
LOAN20880,CUST10291,2718184.0,Personal,9.13,12,Ongoing,2025-03-10,237873.1
LOAN20881,CUST10432,489590.0,Education,11.5,24,Ongoing,2023-06-25,22932.55
LOAN20882,CUST10523,4062615.0,Education,10.53,60,Closed,2023-05-30,87381.83
LOAN20883,CUST10770,2776332.0,Personal,12.15,48,Closed,2025-03-25,73316.11
LOAN20884,CUST10122,2225918.0,Personal,12.57,48,Closed,2021-06-27,59241.85
LOAN20885,CUST10141,2908460.0,Home,7.33,60,Ongoing,2021-10-27,58044.9
LOAN20886,CUST10107,4072674.0,Asset,12.03,60,Closed,2023-01-08,90656.14
LOAN20887,CUST10586,2302033.0,Education,10.69,60,Closed,2023-12-30,49696.62
LOAN20888,CUST10948,976932.0,Asset,10.12,48,Closed,2022-04-28,24833.86
LOAN20889,CUST10412,2344758.0,Auto,8.74,12,Ongoing,2023-02-06,204769.95
LOAN20890,CUST10063,122804.0,Home,11.86,36,Ongoing,2024-03-04,4070.64
LOAN20891,CUST10605,4080310.0,Auto,9.04,36,Closed,2021-09-26,129828.74
LOAN20892,CUST10776,3716182.0,Auto,10.59,48,Ongoing,2023-07-21,95308.42
LOAN20893,CUST10734,3476307.0,Personal,10.26,36,Ongoing,2021-10-08,112595.48
LOAN20894,CUST10176,3739247.0,Home,9.71,48,Closed,2024-12-03,94317.05
LOAN20895,CUST10142,3535420.0,Home,8.96,60,Closed,2023-04-05,73320.89
LOAN20896,CUST10169,3290724.0,Auto,7.71,12,Ongoing,2024-03-08,285813.86
LOAN20897,CUST10731,4647177.0,Personal,7.47,48,Closed,2025-01-14,112298.59
LOAN20898,CUST10458,1149147.0,Auto,8.3,48,Closed,2022-08-31,28216.14
LOAN20899,CUST10622,1401126.0,Personal,10.08,60,Closed,2021-11-12,29824.97
LOAN20900,CUST10319,3369397.0,Personal,14.59,36,Closed,2025-01-02,116125.89
LOAN20901,CUST10136,4486860.0,Education,10.66,60,Closed,2024-10-02,96796.14
LOAN20902,CUST10411,3978309.0,Asset,14.38,48,Closed,2022-04-02,109473.03
LOAN20903,CUST10745,3480558.0,Education,10.55,60,Closed,2025-02-09,74897.01
LOAN20904,CUST10192,2563487.0,Auto,14.89,12,Ongoing,2021-07-16,231242.97
LOAN20905,CUST10203,2503978.0,Auto,14.27,36,Closed,2023-06-18,85908.76
LOAN20906,CUST10682,620624.0,Personal,12.52,48,Ongoing,2025-05-13,16502.31
LOAN20907,CUST10447,3448719.0,Asset,14.29,48,Closed,2023-01-24,94743.8
LOAN20908,CUST10525,1103105.0,Personal,10.61,24,Closed,2021-06-29,51213.83
LOAN20909,CUST10948,3946568.0,Auto,10.79,48,Closed,2022-11-11,101599.1
LOAN20910,CUST10143,4379033.0,Education,8.97,36,Closed,2023-09-01,139190.95
LOAN20911,CUST10119,4261858.0,Home,12.5,60,Ongoing,2025-05-04,95883.02
LOAN20912,CUST10208,760019.0,Auto,8.04,12,Closed,2023-04-29,66126.92
LOAN20913,CUST10671,1706399.0,Asset,8.21,24,Ongoing,2023-09-30,77339.34
LOAN20914,CUST10914,1413582.0,Personal,12.82,24,Closed,2021-10-26,67084.81
LOAN20915,CUST10886,2681704.0,Auto,9.93,24,Closed,2023-10-18,123660.41
LOAN20916,CUST10747,4889809.0,Auto,11.72,60,Closed,2024-12-26,108080.49
LOAN20917,CUST10319,556605.0,Auto,12.39,60,Ongoing,2021-07-12,12491.35
LOAN20918,CUST10478,180623.0,Education,12.54,36,Ongoing,2022-03-20,6045.96
LOAN20919,CUST10681,4800485.0,Education,13.04,12,Ongoing,2024-07-28,428856.34
LOAN20920,CUST10065,4533278.0,Auto,11.11,24,Closed,2023-04-04,211517.88
LOAN20921,CUST10475,1483458.0,Auto,8.15,12,Closed,2022-01-31,129146.59
